Time;H2O;H2O;H2O;H2O;H2O;H2O;H2O;H2O;H2O;H2O;3990;3990;3990;3990;3990;3990;3990;3990;3990;H2O;H2O;4110;4110;4110;4110;4110;4110;4110;4110;4110;4170;4170;4170;4170;4170;4170;4170;4170;4170;H2O;H2O;4171;4171;4171;4171;4171;4171;4171;4171;4171;4172;4172;4172;4172;4172;4172;4172;4172;4172;H2O;H2O;4173;4173;4173;4173;4173;4173;4173;4173;4173;4174;4174;4174;4174;4174;4174;4174;4174;4174;H2O;H2O;4175;4175;4175;4175;4175;4175;4175;4175;4175;H2O;H2O;H2O;H2O;H2O;H2O;H2O;H2O;H2O;H2O;H2O;4136;4136;4136;4136;4136;4136;4136;4136;4136;H2O;H2O;H2O
Label;H2O;H2O;H2O;H2O;H2O;H2O;H2O;H2O;H2O;H2O;Base;Base;Base;Base ile;Base ile;Base ile;Base ile suc;Base ile suc;Base ile suc;H2O;H2O;Base;Base;Base;Base ile;Base ile;Base ile;Base ile suc;Base ile suc;Base ile suc;Base;Base;Base;Base ile;Base ile;Base ile;Base ile suc;Base ile suc;Base ile suc;H2O;H2O;Base;Base;Base;Base ile;Base ile;Base ile;Base ile suc;Base ile suc;Base ile suc;Base;Base;Base;Base ile;Base ile;Base ile;Base ile suc;Base ile suc;Base ile suc;H2O;H2O;Base;Base;Base;Base ile;Base ile;Base ile;Base ile suc;Base ile suc;Base ile suc;Base;Base;Base;Base ile;Base ile;Base ile;Base ile suc;Base ile suc;Base ile suc;H2O;H2O;Base;Base;Base;Base ile;Base ile;Base ile;Base ile suc;Base ile suc;Base ile suc;H2O;H2O;H2O;H2O;H2O;H2O;H2O;H2O;H2O;H2O;H2O;Base;Base;Base;Base ile;Base ile;Base ile;Base ile suc;Base ile suc;Base ile suc;H2O;H2O;H2O
36.5;0.068;0.07;0.069;0.07;0.072;0.07;0.068;0.068;0.067;0.069;0.073;0.068;0.07;0.07;0.07;0.07;0.665;0.629;0.628;0.067;0.069;0.067;0.068;0.068;0.068;0.068;0.069;0.841;0.845;0.829;0.067;0.066;0.067;0.068;0.068;0.068;0.379;0.374;0.369;0.07;0.07;0.07;0.068;0.069;0.068;0.07;0.071;0.549;0.519;0.532;0.066;0.067;0.07;0.07;0.068;0.069;0.526;0.536;0.537;0.069;0.072;0.07;0.068;0.069;0.068;0.07;0.069;0.619;0.61;0.647;0.066;0.068;0.069;0.069;0.066;0.071;0.605;0.599;0.575;0.067;0.066;0.069;0.068;0.067;0.067;0.066;0.067;0.448;0.484;0.469;0.066;0.068;0.065;0.064;0.064;0.066;0.067;0.069;0.066;0.081;0.066;0.067;0.066;0.067;0.067;0.067;0.085;0.699;0.663;0.675;0.067;0.068;0.068
36.75;0.069;0.071;0.069;0.071;0.071;0.071;0.068;0.067;0.068;0.069;0.075;0.068;0.07;0.069;0.069;0.07;0.624;0.577;0.556;0.067;0.069;0.067;0.069;0.07;0.068;0.071;0.07;0.824;0.831;0.815;0.068;0.067;0.068;0.069;0.069;0.069;0.378;0.374;0.368;0.07;0.071;0.069;0.069;0.07;0.069;0.07;0.071;0.533;0.504;0.502;0.067;0.068;0.07;0.07;0.069;0.07;0.494;0.497;0.503;0.068;0.071;0.07;0.068;0.069;0.068;0.07;0.069;0.546;0.527;0.56;0.067;0.069;0.07;0.069;0.067;0.072;0.595;0.584;0.561;0.068;0.067;0.07;0.069;0.069;0.069;0.066;0.067;0.433;0.463;0.443;0.067;0.068;0.065;0.065;0.065;0.067;0.067;0.07;0.067;0.08;0.067;0.067;0.066;0.067;0.068;0.067;0.083;0.677;0.628;0.631;0.068;0.068;0.069
37;0.069;0.071;0.07;0.071;0.073;0.072;0.068;0.068;0.068;0.07;0.074;0.069;0.071;0.071;0.07;0.07;0.67;0.639;0.64;0.067;0.069;0.067;0.07;0.07;0.069;0.071;0.07;0.834;0.846;0.834;0.068;0.068;0.068;0.069;0.069;0.069;0.38;0.374;0.367;0.07;0.072;0.07;0.069;0.071;0.071;0.07;0.071;0.559;0.527;0.514;0.067;0.068;0.07;0.071;0.069;0.07;0.516;0.527;0.525;0.069;0.072;0.071;0.07;0.071;0.068;0.071;0.069;0.591;0.587;0.616;0.067;0.069;0.07;0.068;0.067;0.072;0.626;0.631;0.612;0.068;0.067;0.07;0.069;0.068;0.068;0.067;0.068;0.477;0.515;0.493;0.067;0.068;0.065;0.065;0.065;0.067;0.067;0.07;0.067;0.082;0.067;0.068;0.067;0.067;0.068;0.068;0.084;0.702;0.666;0.678;0.067;0.068;0.069
37.25;0.068;0.071;0.069;0.07;0.071;0.071;0.067;0.067;0.068;0.069;0.076;0.068;0.069;0.069;0.069;0.07;0.652;0.636;0.661;0.067;0.069;0.067;0.068;0.069;0.069;0.07;0.07;0.874;0.845;0.848;0.069;0.068;0.068;0.069;0.069;0.068;0.376;0.373;0.366;0.07;0.07;0.069;0.069;0.071;0.071;0.07;0.07;0.574;0.527;0.534;0.067;0.07;0.07;0.07;0.069;0.07;0.537;0.519;0.541;0.069;0.074;0.069;0.069;0.069;0.069;0.07;0.07;0.644;0.623;0.661;0.067;0.069;0.07;0.069;0.068;0.071;0.629;0.602;0.615;0.067;0.066;0.07;0.068;0.068;0.069;0.066;0.069;0.48;0.498;0.485;0.066;0.068;0.065;0.064;0.065;0.066;0.067;0.07;0.067;0.08;0.066;0.068;0.066;0.067;0.067;0.068;0.085;0.719;0.678;0.693;0.067;0.068;0.069
37.5;0.068;0.071;0.069;0.07;0.07;0.071;0.067;0.067;0.068;0.069;0.078;0.069;0.071;0.071;0.071;0.07;0.671;0.64;0.646;0.067;0.069;0.066;0.068;0.07;0.069;0.071;0.071;0.819;0.809;0.8;0.069;0.069;0.069;0.069;0.069;0.068;0.376;0.374;0.368;0.07;0.071;0.069;0.069;0.07;0.07;0.07;0.071;0.543;0.491;0.485;0.067;0.07;0.07;0.07;0.069;0.07;0.517;0.505;0.529;0.069;0.072;0.069;0.071;0.069;0.069;0.071;0.07;0.542;0.514;0.552;0.067;0.07;0.07;0.069;0.068;0.071;0.597;0.579;0.572;0.068;0.067;0.069;0.068;0.068;0.07;0.067;0.069;0.478;0.5;0.485;0.066;0.068;0.065;0.065;0.065;0.067;0.067;0.07;0.067;0.081;0.066;0.068;0.066;0.067;0.068;0.067;0.079;0.664;0.619;0.635;0.067;0.067;0.068
37.75;0.068;0.071;0.069;0.07;0.071;0.071;0.067;0.067;0.067;0.069;0.077;0.067;0.069;0.07;0.069;0.069;0.674;0.65;0.673;0.066;0.068;0.066;0.068;0.067;0.068;0.069;0.069;0.847;0.84;0.83;0.068;0.068;0.068;0.068;0.069;0.068;0.374;0.372;0.365;0.07;0.069;0.069;0.069;0.071;0.071;0.07;0.07;0.602;0.554;0.564;0.067;0.07;0.07;0.07;0.069;0.069;0.546;0.538;0.558;0.068;0.073;0.068;0.07;0.069;0.068;0.07;0.07;0.627;0.608;0.644;0.067;0.069;0.07;0.068;0.067;0.071;0.654;0.653;0.651;0.068;0.066;0.069;0.068;0.068;0.069;0.066;0.068;0.467;0.493;0.483;0.066;0.068;0.065;0.064;0.064;0.066;0.067;0.07;0.067;0.081;0.066;0.068;0.066;0.067;0.068;0.068;0.083;0.701;0.662;0.675;0.067;0.067;0.068
38;0.068;0.071;0.069;0.07;0.07;0.071;0.067;0.067;0.068;0.069;0.078;0.068;0.071;0.072;0.071;0.07;0.666;0.638;0.644;0.067;0.069;0.066;0.069;0.07;0.069;0.071;0.071;0.837;0.832;0.823;0.07;0.069;0.069;0.069;0.069;0.068;0.376;0.373;0.367;0.07;0.07;0.068;0.069;0.069;0.07;0.069;0.071;0.56;0.502;0.507;0.067;0.069;0.07;0.07;0.069;0.069;0.514;0.517;0.528;0.069;0.071;0.07;0.07;0.071;0.069;0.071;0.07;0.559;0.535;0.575;0.068;0.07;0.071;0.068;0.068;0.071;0.63;0.609;0.605;0.068;0.067;0.069;0.068;0.068;0.07;0.067;0.069;0.524;0.546;0.535;0.066;0.068;0.065;0.064;0.065;0.067;0.067;0.07;0.067;0.081;0.066;0.067;0.066;0.067;0.067;0.067;0.079;0.689;0.649;0.654;0.067;0.068;0.068
38.25;0.068;0.071;0.069;0.071;0.072;0.071;0.068;0.068;0.067;0.069;0.076;0.067;0.069;0.07;0.07;0.069;0.676;0.641;0.647;0.067;0.07;0.065;0.069;0.068;0.067;0.07;0.069;0.838;0.842;0.832;0.068;0.067;0.068;0.07;0.068;0.069;0.374;0.371;0.365;0.069;0.071;0.068;0.069;0.068;0.069;0.069;0.071;0.569;0.543;0.531;0.067;0.068;0.07;0.07;0.068;0.069;0.524;0.544;0.544;0.069;0.071;0.071;0.071;0.069;0.068;0.071;0.069;0.587;0.575;0.6;0.067;0.069;0.07;0.068;0.067;0.073;0.663;0.649;0.628;0.069;0.067;0.07;0.069;0.068;0.068;0.067;0.067;0.478;0.52;0.5;0.066;0.068;0.065;0.064;0.064;0.067;0.067;0.07;0.067;0.081;0.067;0.068;0.066;0.067;0.067;0.067;0.081;0.674;0.633;0.634;0.067;0.068;0.068
38.5;0.068;0.071;0.069;0.071;0.072;0.072;0.068;0.068;0.068;0.069;0.077;0.067;0.071;0.071;0.07;0.07;0.665;0.631;0.633;0.067;0.07;0.065;0.069;0.069;0.069;0.071;0.069;0.824;0.834;0.819;0.068;0.067;0.068;0.069;0.068;0.069;0.375;0.371;0.365;0.07;0.071;0.067;0.069;0.069;0.069;0.069;0.071;0.578;0.55;0.526;0.067;0.069;0.07;0.07;0.068;0.07;0.525;0.535;0.538;0.069;0.071;0.07;0.071;0.07;0.068;0.07;0.068;0.573;0.558;0.584;0.067;0.069;0.07;0.068;0.067;0.072;0.631;0.623;0.602;0.068;0.067;0.07;0.069;0.068;0.068;0.068;0.068;0.502;0.535;0.514;0.066;0.069;0.065;0.065;0.065;0.067;0.067;0.07;0.067;0.081;0.067;0.068;0.067;0.067;0.068;0.067;0.084;0.681;0.651;0.66;0.068;0.069;0.071
38.75;0.068;0.071;0.069;0.071;0.071;0.072;0.068;0.068;0.067;0.069;0.078;0.068;0.071;0.071;0.07;0.071;0.651;0.612;0.616;0.067;0.069;0.065;0.07;0.071;0.071;0.072;0.071;0.833;0.845;0.828;0.068;0.067;0.068;0.069;0.068;0.069;0.374;0.37;0.363;0.071;0.072;0.068;0.069;0.07;0.07;0.07;0.071;0.554;0.538;0.532;0.066;0.068;0.07;0.07;0.068;0.07;0.503;0.503;0.52;0.069;0.071;0.07;0.07;0.07;0.068;0.07;0.069;0.57;0.56;0.593;0.067;0.069;0.07;0.068;0.067;0.072;0.608;0.583;0.563;0.068;0.067;0.07;0.069;0.069;0.069;0.066;0.067;0.461;0.495;0.483;0.066;0.069;0.065;0.064;0.065;0.067;0.067;0.07;0.067;0.081;0.067;0.068;0.067;0.067;0.067;0.067;0.085;0.672;0.646;0.655;0.068;0.069;0.069
39;0.068;0.071;0.069;0.07;0.071;0.071;0.067;0.067;0.067;0.069;0.077;0.067;0.069;0.069;0.068;0.069;0.64;0.6;0.606;0.067;0.069;0.066;0.068;0.068;0.068;0.07;0.069;0.842;0.849;0.826;0.068;0.067;0.068;0.069;0.068;0.069;0.375;0.37;0.363;0.07;0.071;0.068;0.069;0.072;0.07;0.069;0.071;0.519;0.51;0.509;0.067;0.068;0.07;0.07;0.067;0.07;0.502;0.487;0.508;0.068;0.071;0.07;0.07;0.07;0.068;0.07;0.069;0.575;0.555;0.6;0.067;0.068;0.069;0.068;0.067;0.072;0.594;0.586;0.556;0.068;0.066;0.069;0.069;0.068;0.069;0.066;0.067;0.448;0.476;0.466;0.066;0.068;0.065;0.064;0.065;0.067;0.067;0.07;0.067;0.081;0.067;0.068;0.065;0.066;0.067;0.067;0.083;0.675;0.645;0.656;0.068;0.068;0.068
39.25;0.068;0.071;0.069;0.07;0.072;0.071;0.069;0.068;0.068;0.071;0.077;0.068;0.07;0.07;0.07;0.07;0.686;0.647;0.672;0.073;0.069;0.067;0.069;0.069;0.069;0.071;0.07;0.856;0.861;0.852;0.068;0.067;0.068;0.068;0.069;0.068;0.372;0.369;0.363;0.07;0.071;0.068;0.069;0.07;0.07;0.068;0.071;0.568;0.563;0.545;0.066;0.068;0.07;0.07;0.067;0.07;0.525;0.512;0.529;0.069;0.072;0.071;0.071;0.07;0.068;0.071;0.069;0.607;0.596;0.621;0.068;0.069;0.07;0.068;0.067;0.072;0.634;0.626;0.606;0.068;0.067;0.069;0.069;0.069;0.067;0.066;0.067;0.49;0.53;0.516;0.066;0.069;0.065;0.064;0.065;0.067;0.067;0.07;0.067;0.081;0.067;0.069;0.066;0.067;0.068;0.067;0.085;0.696;0.667;0.68;0.068;0.068;0.068
39.5;0.069;0.071;0.07;0.072;0.073;0.072;0.068;0.068;0.068;0.07;0.077;0.069;0.071;0.071;0.07;0.071;0.682;0.643;0.65;0.068;0.071;0.068;0.071;0.076;0.084;0.09;0.084;0.846;0.858;0.84;0.069;0.067;0.068;0.069;0.069;0.069;0.373;0.369;0.363;0.072;0.072;0.068;0.069;0.071;0.07;0.069;0.071;0.543;0.533;0.525;0.066;0.068;0.07;0.07;0.068;0.07;0.507;0.501;0.522;0.069;0.072;0.072;0.078;0.074;0.08;0.08;0.073;0.577;0.57;0.601;0.068;0.069;0.07;0.069;0.067;0.072;0.614;0.606;0.581;0.07;0.067;0.07;0.069;0.068;0.068;0.067;0.068;0.452;0.483;0.475;0.067;0.068;0.065;0.065;0.064;0.067;0.066;0.07;0.067;0.08;0.068;0.069;0.066;0.068;0.068;0.068;0.086;0.696;0.671;0.68;0.068;0.068;0.068
39.75;0.069;0.071;0.069;0.07;0.07;0.071;0.067;0.067;0.068;0.069;0.078;0.068;0.07;0.069;0.069;0.07;0.671;0.644;0.65;0.067;0.069;0.066;0.069;0.067;0.067;0.07;0.071;0.835;0.833;0.824;0.07;0.068;0.068;0.069;0.069;0.068;0.372;0.368;0.361;0.07;0.07;0.069;0.069;0.07;0.071;0.068;0.07;0.547;0.502;0.515;0.067;0.07;0.07;0.069;0.068;0.07;0.52;0.504;0.547;0.069;0.073;0.071;0.071;0.07;0.07;0.071;0.07;0.611;0.586;0.628;0.068;0.07;0.07;0.068;0.068;0.072;0.608;0.584;0.581;0.068;0.066;0.07;0.068;0.068;0.07;0.066;0.07;0.447;0.463;0.449;0.066;0.068;0.065;0.064;0.065;0.066;0.066;0.07;0.067;0.079;0.067;0.068;0.067;0.068;0.067;0.067;0.085;0.697;0.669;0.684;0.067;0.068;0.068
40;0.068;0.07;0.069;0.07;0.07;0.071;0.067;0.067;0.068;0.069;0.078;0.068;0.071;0.069;0.069;0.069;0.669;0.648;0.691;0.067;0.069;0.066;0.069;0.069;0.068;0.07;0.07;0.828;0.831;0.824;0.069;0.068;0.068;0.068;0.069;0.067;0.371;0.368;0.36;0.07;0.07;0.068;0.068;0.069;0.069;0.068;0.07;0.585;0.533;0.54;0.067;0.069;0.07;0.068;0.068;0.069;0.539;0.523;0.563;0.069;0.074;0.069;0.07;0.069;0.069;0.07;0.069;0.616;0.598;0.633;0.068;0.069;0.071;0.068;0.068;0.071;0.635;0.625;0.626;0.068;0.066;0.069;0.068;0.068;0.069;0.066;0.07;0.464;0.483;0.481;0.066;0.068;0.065;0.064;0.064;0.066;0.067;0.07;0.067;0.081;0.067;0.068;0.066;0.067;0.067;0.067;0.085;0.698;0.673;0.688;0.067;0.068;0.068
40.25;0.069;0.071;0.069;0.07;0.071;0.07;0.068;0.068;0.068;0.07;0.078;0.067;0.07;0.07;0.07;0.07;0.672;0.632;0.688;0.067;0.069;0.066;0.069;0.07;0.069;0.071;0.069;0.81;0.816;0.811;0.068;0.067;0.068;0.069;0.069;0.068;0.371;0.367;0.36;0.07;0.071;0.069;0.069;0.07;0.069;0.068;0.071;0.562;0.539;0.52;0.066;0.068;0.07;0.068;0.067;0.07;0.518;0.521;0.543;0.069;0.072;0.07;0.07;0.07;0.068;0.07;0.069;0.615;0.609;0.634;0.069;0.069;0.069;0.068;0.067;0.072;0.613;0.606;0.588;0.068;0.067;0.07;0.069;0.069;0.068;0.068;0.069;0.449;0.479;0.464;0.067;0.069;0.066;0.065;0.065;0.067;0.068;0.072;0.069;0.082;0.067;0.068;0.066;0.067;0.068;0.067;0.082;0.663;0.63;0.632;0.068;0.068;0.068
40.5;0.068;0.071;0.069;0.07;0.07;0.071;0.067;0.067;0.068;0.069;0.077;0.067;0.071;0.071;0.07;0.07;0.675;0.631;0.664;0.067;0.069;0.065;0.069;0.069;0.069;0.071;0.07;0.837;0.838;0.835;0.069;0.068;0.068;0.069;0.069;0.068;0.37;0.367;0.359;0.07;0.071;0.068;0.068;0.07;0.068;0.068;0.07;0.554;0.517;0.53;0.067;0.069;0.07;0.068;0.068;0.069;0.512;0.493;0.545;0.069;0.072;0.07;0.07;0.069;0.069;0.07;0.071;0.626;0.611;0.644;0.07;0.07;0.07;0.068;0.068;0.071;0.63;0.606;0.609;0.068;0.067;0.069;0.069;0.068;0.07;0.067;0.07;0.478;0.499;0.504;0.066;0.068;0.066;0.065;0.065;0.067;0.067;0.07;0.067;0.082;0.067;0.068;0.066;0.068;0.068;0.068;0.083;0.686;0.656;0.672;0.068;0.067;0.068
40.75;0.068;0.071;0.069;0.07;0.07;0.071;0.067;0.067;0.068;0.069;0.077;0.068;0.07;0.071;0.07;0.069;0.678;0.651;0.665;0.067;0.069;0.066;0.069;0.068;0.067;0.07;0.07;0.853;0.845;0.841;0.069;0.068;0.068;0.069;0.069;0.068;0.369;0.366;0.359;0.07;0.07;0.068;0.068;0.069;0.068;0.069;0.07;0.567;0.524;0.556;0.066;0.068;0.07;0.067;0.068;0.069;0.521;0.494;0.547;0.068;0.072;0.07;0.07;0.069;0.068;0.07;0.071;0.623;0.604;0.645;0.07;0.07;0.07;0.068;0.067;0.071;0.625;0.606;0.611;0.068;0.066;0.069;0.068;0.068;0.069;0.066;0.068;0.473;0.497;0.504;0.066;0.068;0.065;0.064;0.064;0.066;0.067;0.07;0.067;0.08;0.066;0.069;0.066;0.067;0.067;0.068;0.085;0.696;0.67;0.683;0.067;0.068;0.068
41;0.068;0.071;0.069;0.07;0.071;0.07;0.067;0.067;0.068;0.07;0.076;0.068;0.07;0.07;0.07;0.07;0.69;0.647;0.673;0.069;0.069;0.067;0.069;0.069;0.068;0.071;0.07;0.821;0.827;0.819;0.068;0.067;0.068;0.069;0.069;0.068;0.369;0.365;0.358;0.07;0.071;0.069;0.07;0.07;0.068;0.068;0.071;0.569;0.558;0.536;0.066;0.069;0.07;0.068;0.067;0.07;0.516;0.505;0.543;0.069;0.071;0.071;0.071;0.07;0.068;0.071;0.07;0.582;0.572;0.589;0.07;0.069;0.069;0.068;0.067;0.072;0.616;0.609;0.591;0.068;0.067;0.07;0.069;0.068;0.069;0.067;0.068;0.469;0.497;0.481;0.066;0.068;0.065;0.065;0.064;0.067;0.067;0.07;0.067;0.081;0.067;0.068;0.066;0.067;0.068;0.067;0.084;0.666;0.643;0.647;0.067;0.068;0.068
41.25;0.068;0.071;0.069;0.07;0.071;0.071;0.067;0.067;0.068;0.069;0.078;0.068;0.069;0.068;0.068;0.07;0.679;0.637;0.693;0.067;0.069;0.067;0.068;0.068;0.068;0.069;0.068;0.808;0.819;0.804;0.068;0.067;0.068;0.069;0.069;0.068;0.369;0.365;0.358;0.07;0.072;0.069;0.07;0.071;0.068;0.068;0.071;0.551;0.537;0.528;0.066;0.069;0.07;0.068;0.067;0.069;0.499;0.487;0.529;0.069;0.072;0.072;0.071;0.07;0.068;0.071;0.07;0.561;0.557;0.578;0.07;0.069;0.069;0.069;0.067;0.072;0.605;0.598;0.58;0.068;0.067;0.069;0.069;0.068;0.069;0.067;0.067;0.445;0.477;0.457;0.067;0.069;0.065;0.064;0.065;0.066;0.067;0.07;0.067;0.08;0.067;0.068;0.066;0.067;0.067;0.067;0.085;0.675;0.657;0.66;0.068;0.07;0.069
41.5;0.068;0.071;0.069;0.07;0.07;0.071;0.067;0.067;0.068;0.069;0.077;0.068;0.07;0.069;0.069;0.069;0.68;0.65;0.685;0.067;0.069;0.066;0.068;0.068;0.068;0.068;0.07;0.842;0.838;0.831;0.069;0.068;0.068;0.068;0.069;0.068;0.368;0.365;0.357;0.07;0.07;0.07;0.069;0.069;0.068;0.069;0.07;0.564;0.52;0.54;0.066;0.07;0.07;0.068;0.068;0.069;0.507;0.484;0.536;0.069;0.073;0.07;0.07;0.069;0.068;0.07;0.07;0.633;0.623;0.655;0.08;0.077;0.085;0.087;0.07;0.072;0.62;0.599;0.607;0.068;0.07;0.076;0.074;0.075;0.071;0.067;0.07;0.458;0.476;0.472;0.066;0.068;0.065;0.064;0.065;0.066;0.066;0.071;0.068;0.081;0.067;0.069;0.067;0.068;0.068;0.068;0.086;0.709;0.686;0.697;0.068;0.068;0.068
41.75;0.068;0.07;0.069;0.07;0.071;0.071;0.067;0.067;0.068;0.069;0.077;0.067;0.069;0.069;0.068;0.069;0.682;0.615;0.651;0.067;0.069;0.066;0.069;0.069;0.068;0.071;0.069;0.842;0.847;0.824;0.068;0.067;0.068;0.07;0.069;0.068;0.368;0.363;0.356;0.07;0.071;0.069;0.069;0.069;0.068;0.068;0.071;0.531;0.518;0.518;0.066;0.069;0.07;0.068;0.067;0.069;0.487;0.468;0.498;0.069;0.07;0.069;0.07;0.068;0.068;0.07;0.069;0.567;0.556;0.594;0.07;0.068;0.069;0.068;0.067;0.072;0.584;0.571;0.547;0.068;0.067;0.069;0.069;0.069;0.069;0.067;0.067;0.442;0.471;0.46;0.066;0.068;0.065;0.064;0.065;0.067;0.067;0.07;0.066;0.081;0.067;0.068;0.066;0.067;0.067;0.067;0.084;0.681;0.654;0.656;0.068;0.069;0.069
42;0.068;0.071;0.069;0.071;0.072;0.071;0.068;0.068;0.068;0.069;0.077;0.067;0.069;0.069;0.069;0.07;0.714;0.659;0.691;0.067;0.069;0.067;0.069;0.07;0.069;0.071;0.07;0.845;0.853;0.834;0.069;0.067;0.068;0.069;0.069;0.069;0.367;0.364;0.356;0.071;0.072;0.07;0.069;0.072;0.07;0.069;0.071;0.552;0.554;0.532;0.066;0.069;0.07;0.068;0.067;0.069;0.494;0.478;0.508;0.069;0.072;0.071;0.071;0.07;0.068;0.07;0.07;0.571;0.579;0.607;0.07;0.069;0.07;0.068;0.067;0.072;0.598;0.584;0.561;0.068;0.067;0.07;0.069;0.068;0.068;0.067;0.067;0.441;0.471;0.46;0.067;0.068;0.065;0.065;0.065;0.067;0.067;0.07;0.067;0.081;0.068;0.068;0.066;0.067;0.068;0.067;0.083;0.664;0.631;0.628;0.068;0.069;0.069
42.25;0.068;0.071;0.069;0.07;0.07;0.071;0.067;0.067;0.068;0.069;0.077;0.068;0.071;0.07;0.07;0.069;0.696;0.668;0.687;0.068;0.069;0.066;0.069;0.07;0.069;0.071;0.071;0.847;0.846;0.839;0.068;0.068;0.068;0.068;0.069;0.067;0.367;0.364;0.354;0.07;0.071;0.069;0.069;0.07;0.07;0.069;0.07;0.581;0.546;0.552;0.066;0.069;0.07;0.067;0.067;0.067;0.522;0.491;0.533;0.069;0.071;0.07;0.07;0.069;0.068;0.07;0.071;0.593;0.575;0.611;0.071;0.069;0.07;0.068;0.067;0.071;0.637;0.62;0.625;0.069;0.066;0.069;0.068;0.068;0.07;0.066;0.069;0.487;0.508;0.511;0.066;0.068;0.065;0.064;0.064;0.066;0.067;0.07;0.067;0.08;0.067;0.068;0.066;0.067;0.067;0.067;0.085;0.695;0.67;0.677;0.068;0.069;0.069
42.5;0.068;0.07;0.069;0.07;0.072;0.07;0.067;0.067;0.068;0.069;0.077;0.067;0.071;0.071;0.07;0.069;0.686;0.645;0.66;0.067;0.069;0.066;0.069;0.07;0.068;0.071;0.069;0.825;0.827;0.824;0.068;0.067;0.068;0.069;0.069;0.068;0.366;0.363;0.355;0.07;0.071;0.068;0.069;0.07;0.068;0.068;0.07;0.568;0.559;0.536;0.066;0.068;0.07;0.068;0.067;0.068;0.535;0.515;0.552;0.068;0.071;0.071;0.071;0.069;0.068;0.071;0.07;0.597;0.59;0.611;0.07;0.069;0.069;0.068;0.067;0.072;0.645;0.64;0.636;0.068;0.067;0.069;0.069;0.068;0.068;0.067;0.068;0.461;0.494;0.482;0.066;0.069;0.065;0.065;0.064;0.067;0.067;0.072;0.072;0.084;0.067;0.068;0.066;0.067;0.067;0.067;0.084;0.67;0.642;0.64;0.068;0.068;0.068
42.75;0.068;0.071;0.069;0.071;0.072;0.071;0.068;0.068;0.068;0.069;0.077;0.068;0.07;0.07;0.07;0.069;0.7;0.652;0.691;0.067;0.069;0.066;0.069;0.07;0.068;0.07;0.069;0.847;0.853;0.847;0.068;0.067;0.068;0.069;0.069;0.068;0.365;0.362;0.354;0.07;0.071;0.069;0.069;0.071;0.068;0.068;0.071;0.601;0.581;0.56;0.066;0.069;0.07;0.068;0.067;0.069;0.552;0.532;0.569;0.068;0.072;0.072;0.071;0.069;0.068;0.07;0.07;0.617;0.608;0.632;0.07;0.069;0.069;0.068;0.067;0.072;0.662;0.657;0.654;0.068;0.066;0.07;0.069;0.069;0.068;0.067;0.068;0.485;0.523;0.505;0.067;0.068;0.065;0.065;0.065;0.067;0.067;0.07;0.067;0.08;0.067;0.068;0.066;0.067;0.067;0.067;0.084;0.677;0.653;0.651;0.068;0.068;0.068
43;0.068;0.071;0.069;0.07;0.072;0.07;0.068;0.067;0.068;0.069;0.076;0.067;0.069;0.069;0.068;0.069;0.694;0.659;0.705;0.067;0.069;0.067;0.069;0.069;0.068;0.07;0.069;0.837;0.843;0.84;0.068;0.067;0.068;0.069;0.068;0.068;0.366;0.362;0.354;0.071;0.071;0.068;0.069;0.07;0.068;0.068;0.071;0.606;0.583;0.55;0.066;0.068;0.07;0.067;0.067;0.068;0.55;0.54;0.581;0.069;0.072;0.07;0.071;0.069;0.068;0.07;0.07;0.639;0.629;0.644;0.071;0.068;0.069;0.068;0.067;0.072;0.649;0.649;0.638;0.067;0.066;0.07;0.069;0.068;0.068;0.066;0.067;0.482;0.518;0.506;0.066;0.068;0.065;0.064;0.065;0.066;0.067;0.07;0.067;0.079;0.067;0.068;0.066;0.067;0.067;0.067;0.085;0.682;0.662;0.659;0.068;0.069;0.068
43.25;0.068;0.071;0.069;0.07;0.071;0.071;0.068;0.067;0.068;0.069;0.076;0.066;0.069;0.069;0.069;0.069;0.69;0.63;0.637;0.067;0.069;0.066;0.07;0.069;0.069;0.071;0.069;0.828;0.839;0.827;0.068;0.067;0.068;0.068;0.068;0.067;0.365;0.361;0.353;0.07;0.07;0.068;0.069;0.07;0.068;0.068;0.071;0.56;0.552;0.539;0.065;0.068;0.07;0.068;0.067;0.069;0.508;0.485;0.53;0.069;0.072;0.071;0.071;0.07;0.068;0.071;0.07;0.586;0.58;0.627;0.071;0.068;0.069;0.068;0.067;0.072;0.585;0.573;0.557;0.068;0.067;0.07;0.068;0.068;0.068;0.069;0.07;0.456;0.489;0.475;0.066;0.069;0.065;0.064;0.066;0.068;0.071;0.084;0.08;0.093;0.067;0.067;0.067;0.068;0.068;0.067;0.085;0.676;0.658;0.658;0.068;0.069;0.068
